True_Value,Predicted_Value,Phenotype,Model,R
0,0.49948095248248703,Phenotype_SoybeanStem,PNNGS,0.9868937515567611
0,0.4885953506502436,Phenotype_SoybeanStem,PNNGS,0.9868937515567611
0.575,1.340495926831707,Phenotype_SoybeanStem,PNNGS,0.9868937515567611
2.7,2.755654705096001,Phenotype_SoybeanStem,PNNGS,0.9868937515567611
0,0.602378908377919,Phenotype_SoybeanStem,PNNGS,0.9868937515567611
